PassengerId,Survived,SibSp,Parch,Fare,Cabin_flag,Age_,Pclass_low,Pclass_med,Sex_male,Embarked_Q,Embarked_S,Age_scaled,Fare_scaled
150,0,0,0,13.0,0,42.0,0,1,1,0,1,0.525,0.025374310111545468
151,0,0,0,12.525,0,51.0,0,1,1,0,1,0.6375000000000001,0.02444717185746977
152,1,1,0,66.6,1,22.0,0,0,0,0,1,0.275,0.12999454257145598
153,0,0,0,8.05,0,56.0,1,0,1,0,1,0.7000000000000001,0.015712553569072387
154,0,0,2,14.5,0,40.0,1,0,1,0,1,0.5,0.028302115124416098
155,0,0,0,7.3125,0,22.0,1,0,1,0,1,0.275,0.014273049437744325
156,0,0,1,61.3792,0,51.0,0,0,1,0,0,0.6375000000000001,0.11980421963065935
157,1,0,0,7.7333,0,16.0,1,0,0,1,0,0.2,0.015094396337354966
158,0,0,0,8.05,0,30.0,1,0,1,0,1,0.375,0.015712553569072387
159,0,0,0,8.6625,0,24.0,1,0,1,0,1,0.30000000000000004,0.016908073949327893
160,0,8,2,69.55,0,37.0,1,0,1,0,1,0.4625,0.13575255909676825
161,0,0,1,16.1,0,44.0,1,0,1,0,1,0.55,0.031425107138144774
162,1,0,0,15.75,0,40.0,0,1,0,0,1,0.5,0.030741952635141623
163,0,0,0,7.775,0,26.0,1,0,1,0,1,0.325,0.015175789316712771
164,0,0,0,8.6625,0,17.0,1,0,1,0,1,0.21250000000000002,0.016908073949327893
165,0,4,1,39.6875,0,1.0,1,0,1,0,1,0.0125,0.07746484096553544
166,1,0,2,20.525,0,9.0,1,0,1,0,1,0.1125,0.04006213192611313
167,1,0,1,55.0,1,22.0,0,0,0,0,1,0.275,0.10735285047192313
168,0,1,4,27.9,0,45.0,1,0,0,0,1,0.5625,0.05445717323939373
169,0,0,0,25.925,0,60.0,0,0,1,0,1,0.75,0.050602229972447406
170,0,0,0,56.4958,0,28.0,1,0,1,0,1,0.35000000000000003,0.11027245763075773
171,0,0,0,33.5,1,61.0,0,0,1,0,1,0.7625000000000001,0.06538764528744409
172,0,4,1,29.125,0,4.0,1,0,1,1,0,0.05,0.05684821399990475
173,1,1,1,11.1333,0,1.0,1,0,0,0,1,0.0125,0.021730754366528396
174,0,0,0,7.925,0,21.0,1,0,1,0,1,0.2625,0.015468569817999833
175,0,0,0,30.6958,1,56.0,0,0,1,0,0,0.7000000000000001,0.05991421140938287
176,0,1,1,7.8542,0,18.0,1,0,1,0,1,0.225,0.015330377421392339
177,0,3,1,25.4667,0,19.0,1,0,1,0,1,0.23750000000000002,0.049707687947515
178,0,0,0,28.7125,1,50.0,0,0,0,0,0,0.625,0.05604306762136532
179,0,0,0,13.0,0,30.0,0,1,1,0,1,0.375,0.025374310111545468
180,0,0,0,0.0,0,36.0,1,0,1,0,1,0.45,0.0
181,0,8,2,69.55,0,37.0,1,0,0,0,1,0.4625,0.13575255909676825
182,0,0,0,15.05,0,25.0,0,1,1,0,0,0.3125,0.02937564362913533
183,0,4,2,31.3875,0,9.0,1,0,1,0,1,0.1125,0.06126431989431795
184,1,2,1,39.0,1,1.0,0,1,1,0,1,0.0125,0.07612293033463641
185,1,0,2,22.025,0,4.0,1,0,0,0,1,0.05,0.04298993693898376
186,0,0,0,50.0,1,37.0,0,0,1,0,1,0.4625,0.09759350042902103
187,1,1,0,15.5,0,34.0,1,0,0,1,0,0.42500000000000004,0.030253985132996517
188,1,0,0,26.55,0,45.0,0,0,1,0,1,0.5625,0.051822148727810165
189,0,1,1,15.5,0,40.0,1,0,1,1,0,0.5,0.030253985132996517
190,0,0,0,7.8958,0,36.0,1,0,1,0,1,0.45,0.015411575213749286
191,1,0,0,13.0,0,32.0,0,1,0,0,1,0.4,0.025374310111545468
192,0,0,0,13.0,0,19.0,0,1,1,0,1,0.23750000000000002,0.025374310111545468
193,1,1,0,7.8542,0,19.0,1,0,0,0,1,0.23750000000000002,0.015330377421392339
194,1,1,1,26.0,1,3.0,0,1,1,0,1,0.037500000000000006,0.050748620223090936
195,1,0,0,27.7208,1,44.0,0,0,0,0,0,0.55,0.05410739813385612
196,1,0,0,146.5208,1,58.0,0,0,0,0,0,0.7250000000000001,0.2859895551532101
197,0,0,0,7.75,0,35.0,1,0,1,1,0,0.4375,0.015126992566498259
198,0,0,1,8.4042,0,42.0,1,0,1,0,1,0.525,0.01640390592611157
199,1,0,0,7.75,0,35.0,1,0,0,1,0,0.4375,0.015126992566498259
200,0,0,0,13.0,0,24.0,0,1,0,0,1,0.30000000000000004,0.025374310111545468
201,0,0,0,9.5,0,28.0,1,0,1,0,1,0.35000000000000003,0.018542765081513996
202,0,8,2,69.55,0,37.0,1,0,1,0,1,0.4625,0.13575255909676825
203,0,0,0,6.4958,0,34.0,1,0,1,0,1,0.42500000000000004,0.012678957201736696
204,0,0,0,7.225,0,46.0,1,0,1,0,0,0.5750000000000001,0.014102260811993537
205,1,0,0,8.05,0,18.0,1,0,1,0,1,0.225,0.015712553569072387
206,0,0,1,10.4625,1,2.0,1,0,0,0,1,0.025,0.02042143996477265
207,0,1,0,15.85,0,32.0,1,0,1,0,1,0.4,0.030937139635999665
208,1,0,0,18.7875,0,26.0,1,0,1,0,0,0.325,0.036670757786204655
209,1,0,0,7.75,0,16.0,1,0,0,1,0,0.2,0.015126992566498259
210,1,0,0,31.0,1,40.0,0,0,1,0,0,0.5,0.060507970265993034
211,0,0,0,7.05,0,24.0,1,0,1,0,1,0.30000000000000004,0.013760683560491965
212,1,0,0,21.0,0,35.0,0,1,0,0,1,0.4375,0.04098927018018883
213,0,0,0,7.25,0,22.0,1,0,1,0,1,0.275,0.014151057562208049
214,0,0,0,13.0,0,30.0,0,1,1,0,1,0.375,0.025374310111545468
215,0,1,0,7.75,0,25.0,1,0,1,1,0,0.3125,0.015126992566498259
216,1,1,0,113.275,1,31.0,0,0,0,0,0,0.3875,0.22109807522194713
217,1,0,0,7.925,0,27.0,1,0,0,0,1,0.3375,0.015468569817999833
218,0,1,0,27.0,0,42.0,0,1,1,0,1,0.525,0.05270049023167135
219,1,0,0,76.2917,1,32.0,0,0,0,0,0,0.4,0.14891148113361488
220,0,0,0,10.5,0,30.0,0,1,1,0,1,0.375,0.020494635090094415
221,1,0,0,8.05,0,16.0,1,0,1,0,1,0.2,0.015712553569072387
222,0,0,0,13.0,0,27.0,0,1,1,0,1,0.3375,0.025374310111545468
223,0,0,0,8.05,0,51.0,1,0,1,0,1,0.6375000000000001,0.015712553569072387
224,0,0,0,7.8958,0,33.0,1,0,1,0,1,0.41250000000000003,0.015411575213749286
225,1,1,0,90.0,1,38.0,0,0,1,0,1,0.47500000000000003,0.17566830077223786
226,0,0,0,9.35,0,22.0,1,0,1,0,1,0.275,0.018249984580226933
227,1,0,0,10.5,0,19.0,0,1,1,0,1,0.23750000000000002,0.020494635090094415
228,0,0,0,7.25,0,20.0,1,0,1,0,1,0.25,0.014151057562208049
229,0,0,0,13.0,0,18.0,0,1,1,0,1,0.225,0.025374310111545468
230,0,3,1,25.4667,0,19.0,1,0,0,0,1,0.23750000000000002,0.049707687947515
231,1,1,0,83.475,1,35.0,0,0,0,0,1,0.4375,0.16293234896625058
232,0,0,0,7.775,0,29.0,1,0,1,0,1,0.36250000000000004,0.015175789316712771
233,0,0,0,13.5,0,59.0,0,1,1,0,1,0.7375,0.026350245115835676
234,1,4,2,31.3875,0,5.0,1,0,0,0,1,0.0625,0.06126431989431795
235,0,0,0,10.5,0,24.0,0,1,1,0,1,0.30000000000000004,0.020494635090094415
236,0,0,0,7.55,0,32.0,1,0,0,0,1,0.4,0.014736618564782174
237,0,1,0,26.0,0,44.0,0,1,1,0,1,0.55,0.050748620223090936
238,1,0,2,26.25,0,8.0,0,1,0,0,1,0.1,0.05123658772523604
239,0,0,0,10.5,0,19.0,0,1,1,0,1,0.23750000000000002,0.020494635090094415
240,0,0,0,12.275,0,33.0,0,1,1,0,1,0.41250000000000003,0.023959204355324663
241,0,1,0,14.4542,0,21.0,1,0,0,0,0,0.2625,0.028212719478023115
242,1,1,0,15.5,0,34.0,1,0,0,1,0,0.42500000000000004,0.030253985132996517
243,0,0,0,10.5,0,29.0,0,1,1,0,1,0.36250000000000004,0.020494635090094415
244,0,0,0,7.125,0,22.0,1,0,1,0,1,0.275,0.013907073811135496
245,0,0,0,7.225,0,30.0,1,0,1,0,0,0.375,0.014102260811993537
246,0,2,0,90.0,1,44.0,0,0,1,1,0,0.55,0.17566830077223786
247,0,0,0,7.775,0,25.0,1,0,0,0,1,0.3125,0.015175789316712771
248,1,0,2,14.5,0,24.0,0,1,0,0,1,0.30000000000000004,0.028302115124416098
249,1,1,1,52.5542,1,37.0,0,0,1,0,1,0.4625,0.10257896680493714
250,0,1,0,26.0,0,54.0,0,1,1,0,1,0.675,0.050748620223090936
251,0,0,0,7.25,0,29.0,1,0,1,0,1,0.36250000000000004,0.014151057562208049
252,0,1,1,10.4625,1,29.0,1,0,0,0,1,0.36250000000000004,0.02042143996477265
253,0,0,0,26.55,1,62.0,0,0,1,0,1,0.775,0.051822148727810165
254,0,1,0,16.1,0,30.0,1,0,1,0,1,0.375,0.031425107138144774
255,0,0,2,20.2125,0,41.0,1,0,0,0,1,0.5125000000000001,0.039452172548431745
256,1,0,2,15.2458,0,29.0,1,0,0,0,0,0.36250000000000004,0.029757819776815374
257,1,0,0,79.2,0,34.0,0,0,0,0,0,0.42500000000000004,0.15458810467956932
258,1,0,0,86.5,1,30.0,0,0,0,0,1,0.375,0.16883675574220638
259,1,0,0,512.3292,0,35.0,0,0,0,0,0,0.4375,1.0
260,1,0,1,26.0,0,50.0,0,1,0,0,1,0.625,0.050748620223090936
261,0,0,0,7.75,0,35.0,1,0,1,1,0,0.4375,0.015126992566498259
262,1,4,2,31.3875,0,3.0,1,0,1,0,1,0.037500000000000006,0.06126431989431795
263,0,1,1,79.65,1,52.0,0,0,1,0,1,0.65,0.1554664461834305
264,0,0,0,0.0,1,40.0,0,0,1,0,1,0.5,0.0
265,0,0,0,7.75,0,35.0,1,0,0,1,0,0.4375,0.015126992566498259
266,0,0,0,10.5,0,36.0,0,1,1,0,1,0.45,0.020494635090094415
267,0,4,1,39.6875,0,16.0,1,0,1,0,1,0.2,0.07746484096553544
268,1,1,0,7.775,0,25.0,1,0,1,0,1,0.3125,0.015175789316712771
269,1,0,1,153.4625,1,58.0,0,0,0,0,1,0.7250000000000001,0.2995388511917728
270,1,0,0,135.6333,1,35.0,0,0,0,0,1,0.4375,0.2647385704347907
271,0,0,0,31.0,0,30.0,0,0,1,0,1,0.375,0.060507970265993034
272,1,0,0,0.0,0,25.0,1,0,1,0,1,0.3125,0.0
273,1,0,1,19.5,0,41.0,0,1,0,0,1,0.5125000000000001,0.038061465167318204
274,0,0,1,29.7,1,37.0,0,0,1,0,0,0.4625,0.057970539254838485
275,1,0,0,7.75,0,35.0,1,0,0,1,0,0.4375,0.015126992566498259
276,1,1,0,77.9583,1,63.0,0,0,0,0,1,0.7875000000000001,0.15216446768991498
277,0,0,0,7.75,0,45.0,1,0,0,0,1,0.5625,0.015126992566498259
278,0,0,0,0.0,0,36.0,0,1,1,0,1,0.45,0.0
279,0,4,1,29.125,0,7.0,1,0,1,1,0,0.08750000000000001,0.05684821399990475
280,1,1,1,20.25,0,35.0,1,0,0,0,1,0.4375,0.03952536767375352
281,0,0,0,7.75,0,65.0,1,0,1,1,0,0.8125,0.015126992566498259
282,0,0,0,7.8542,0,28.0,1,0,1,0,1,0.35000000000000003,0.015330377421392339
283,0,0,0,9.5,0,16.0,1,0,1,0,1,0.2,0.018542765081513996
284,1,0,0,8.05,0,19.0,1,0,1,0,1,0.23750000000000002,0.015712553569072387
285,0,0,0,26.0,1,47.0,0,0,1,0,1,0.5875,0.050748620223090936
286,0,0,0,8.6625,0,33.0,1,0,1,0,0,0.41250000000000003,0.016908073949327893
287,1,0,0,9.5,0,30.0,1,0,1,0,1,0.375,0.018542765081513996
288,0,0,0,7.8958,0,22.0,1,0,1,0,1,0.275,0.015411575213749286
289,1,0,0,13.0,0,42.0,0,1,1,0,1,0.525,0.025374310111545468
290,1,0,0,7.75,0,22.0,1,0,0,1,0,0.275,0.015126992566498259
291,1,0,0,78.85,0,26.0,0,0,0,0,1,0.325,0.15390495017656614
292,1,1,0,91.0792,1,19.0,0,0,0,0,0,0.23750000000000002,0.17777475888549785
293,0,0,0,12.875,1,36.0,0,1,1,0,0,0.45,0.025130326360472913
294,0,0,0,8.85,0,24.0,1,0,0,0,1,0.30000000000000004,0.01727404957593672
295,0,0,0,7.8958,0,24.0,1,0,1,0,1,0.30000000000000004,0.015411575213749286
296,0,0,0,27.7208,0,40.0,0,0,1,0,0,0.5,0.05410739813385612
297,0,0,0,7.2292,0,24.0,1,0,1,0,0,0.30000000000000004,0.014110458666029575
298,0,1,2,151.55,1,2.0,0,0,0,0,1,0.025,0.29580589980036276
299,1,0,0,30.5,1,46.0,0,0,1,0,1,0.5750000000000001,0.05953203526170282
300,1,0,1,247.5208,1,50.0,0,0,0,0,0,0.625,0.4831284260198326
301,1,0,0,7.75,0,35.0,1,0,0,1,0,0.4375,0.015126992566498259
302,1,2,0,23.25,0,29.0,1,0,1,1,0,0.36250000000000004,0.04538097769949478
303,0,0,0,0.0,0,19.0,1,0,1,0,1,0.23750000000000002,0.0
304,1,0,0,12.35,1,33.0,0,1,0,1,0,0.41250000000000003,0.024105594605968193
305,0,0,0,8.05,0,19.0,1,0,1,0,1,0.23750000000000002,0.015712553569072387
306,1,1,2,151.55,1,1.0,0,0,1,0,1,0.0125,0.29580589980036276
307,1,0,0,110.8833,0,32.0,0,0,0,0,0,0.4,0.21642978772242535
308,1,1,0,108.9,1,17.0,0,0,0,0,0,0.21250000000000002,0.2125586439344078
309,0,1,0,24.0,0,30.0,0,1,1,0,0,0.375,0.04684488020593009
310,1,0,0,56.9292,1,30.0,0,0,0,0,0,0.375,0.11111839809247648
311,1,0,0,83.1583,1,24.0,0,0,0,0,0,0.30000000000000004,0.16231419173453318
312,1,2,2,262.375,1,18.0,0,0,0,0,0,0.225,0.5121218935012878
313,0,1,1,26.0,0,26.0,0,1,0,0,1,0.325,0.050748620223090936
314,0,0,0,7.8958,0,28.0,1,0,1,0,1,0.35000000000000003,0.015411575213749286
315,0,1,1,26.25,0,43.0,0,1,1,0,1,0.5375,0.05123658772523604
316,1,0,0,7.8542,0,26.0,1,0,0,0,1,0.325,0.015330377421392339
317,1,1,0,26.0,0,24.0,0,1,0,0,1,0.30000000000000004,0.050748620223090936
318,0,0,0,14.0,0,54.0,0,1,1,0,1,0.675,0.027326180120125887
